x,y,z,scalar_value
170.984283,75.834412,47.994,0
11,123,37.648,0
154.975021,48.881691,41.761,0
32.986294,95.864281,45.995,0
259,84.265877,82,0
67.828556,70.702934,65.978,0
42.955097,10.903457,41.984,0
150.964478,73.396721,85.988,0
124.94767,56.75214,93.078,0
212.95755,375.986816,79.985,0
124.95121,28.144163,33.983,0
154.921555,202.730713,52.683,0
224.232101,191,50,0
108.924698,93.652199,81.974,0
12.998894,105.705238,56,0
189.107269,98.976852,87.998,0
122.945992,84.744179,99.107,0
229,63,68.933,0
68.0942,252.918213,65.994,0
116.949867,72.762543,103.4668,0
20.98646,18.93587,28.368,0
48.955578,7.905117,87.984,0
6.997927,65.018234,55.999,0
206.520767,368.781647,71.984,0
205.000015,8.224376,50,0
251,99,97.844,0
32.999989,230.999939,61.365,0
265,38.35527,52,0
176.988144,82.114258,81.996,0
142.960098,106.810989,30.917,0
72.120995,78.694977,71.977,0
6.999827,100.999176,68.998,0
167.700317,40.944527,43.996,0
126.955238,378.354492,57.984,0
200.999084,124.995697,100.6484,0
186.981384,163.625824,55.993,0
60.939663,23.368214,41.979,0
190.997009,80.985809,57.302,0
182.070953,154.903473,91.993,0
25.99633,82.943008,67.996,0
185.303391,114.946091,79.996,0
104.939949,50.71553,95.296,0
32.967596,4.846528,36.058,0
104.94455,252.737335,96.443,0
184.988419,110.777367,71.996,0
168.964111,166.830017,48.065,0
230.999985,17.662823,70,0
102.926392,19.846038,73.974,0
82.937576,80.704346,90.222,0
112.930733,150.671921,94.33,0
78.939636,75.805817,89.979,0
215,89.786201,52,0
22.988867,70.327919,51.996,0
157.952301,234.048889,61.22,0
150.966583,76.841728,91.624,0
224.996658,246.984146,66.985,0
193,15,42.045,0
76.93412,90.687973,75.034,0
90.929039,12.663888,82.21,0
203,11.789251,56,0
30.987038,70.938606,32.829,0
265,141,50.003,0
64.964855,167.209747,65.988,0
10.38727,74.998802,101.9999,0
44.99279,170.965866,38.756,0
24.988932,74.397232,45.996,0
249,125,48.193,0
257,195.437714,56,0
18.00667,68.964771,73.997,0
233.201019,136.407898,62.387,0
265,45,41.403,0
30.979637,32.903555,30.504,0
190.232727,90.982056,83.999,0
123.907196,164.627441,61.972,0
12.995115,66.277458,55.998,0
289,361,42.613,0
108.929344,92.665337,88.345,0
153.297516,226.394104,43.36,0
221,15.168213,74,0
80.937325,84.703163,87.89,0
178.99736,26.987455,44.473,0
276.770142,55,58,0
279,85,74.17,0
302.911072,173,70,0
200.999908,85.395447,48,0
283,136.132492,66,0
199,61,96.141,0
162.957993,168.801117,46.693,0
180.316376,86.97464,101.9981,0
116.10421,46.665569,71.975,0
271,5.699956,46,0
89.339088,356.924713,69.994,0
16.999999,169,36.97,0
52.99276,204.965729,106.3393,0
235,61.267338,82,0
223,127.798363,56,0
72.242302,8.71523,89.979,0
80.944069,52.735081,97.017,0
258.33725,73,52,0
180.113327,24.991314,41.999,0
301,164.896072,46,0
96.9403,50.717228,96.768,0
50.972641,98.87043,37.206,0
164.705582,164.774475,73.983,0
229,19.415023,88,0
241,133,51.344,0
94.948875,135.577576,105.982,0
178.994781,54.975193,42.794,0
82.942413,40.727264,96.277,0
86.935699,98.695457,42.365,0
208.981247,172.868805,58.008,0
64.943722,38.73344,36.295,0
235.807816,21,60,0
283,179,38.439,0
90.936668,177.734299,71.978,0
263,152.09816,60,0
209.462219,35,108,0
285,395,44.592,0
26.984734,46.927696,34.741,0
237,31.387255,76,0
202.990341,202.954285,51.093,0
102.925812,5.166985,51.974,0
20.990663,72.514587,71.997,0
190.996368,84.98278,65.43,0
192.124924,92.983109,77.999,0
267,83,74.148,0
124.934044,54.232212,63.977,0
70.940552,70.718437,83.317,0
241.731537,21,44,0
28.525427,6.864546,39.99,0
71.500938,68.723331,85.979,0
140.964264,32.83073,38.439,0
204.977264,296.892242,50.448,0
293,174.142776,88,0
154.965729,68.355949,69.988,0
39.175949,8.78808,55.984,0
64.992058,252.962387,41.504,0
143.077652,114.777473,37.983,0
30.982357,54.916439,35.989,0
20.395989,86.968102,71.998,0
269.147278,73,64,0
84.942696,175.803207,69.98,0
154.084091,100.808838,49.986,0
110.939331,19.716679,85.979,0
74.421013,50.727936,91.98,0
122.94075,90.719368,94.968,0
67.300362,50.717785,41.979,0
247,33,107.2615,0
144.948654,112.756783,88.588,0
196.999893,92.786713,104,0
114.779823,30.666798,57.975,0
139.564499,90.793114,33.985,0
301,194.799438,64,0
213,17.593616,76,0
273.062317,155.911835,83.966,0
182.959671,286.80896,46.781,0
277.348602,171,46,0
279,95.297546,94,0
271,201,71.225,0
253,83.33696,86,0
8.952765,72.999916,106,0
245,91,95.195,0
227,65,88.4,0
142.947906,98.753242,49.003,0
284.421204,89,44,0
170.996414,10.982943,33.778,0
120.941681,48.72377,87.511,0
207.505661,19,72,0
108.941757,47.158577,29.98,0
216.99762,212.988724,50.732,0
22.998672,126.993698,36.616,0
216.992111,246.962631,63.448,0
118.950867,367.667419,91.983,0
303,101.889786,78,0
138.263794,214.696381,45.977,0
243,26.965145,54,0
267,71,55.27,0
132.948975,56.776814,41.982,0
54.960506,66.812927,36.261,0
216.999649,178.998352,48.102,0
267,91,94.964,0
233,77,81.884,0
118.943665,34.630468,87.98,0
230.999985,100.474724,46,0
88.983818,335.486969,55.994,0
72.95507,168.44986,69.984,0
217,97,39.259,0
180.962082,212.842285,52.406,0
82.928703,98.091705,63.975,0
193,40.999996,41.499,0
54.965454,88.836365,37.797,0
232.881256,105,46,0
128.952705,64.775986,97.196,0
261.821869,167.172058,96.523,0
275,135,50.902,0
202.514008,45,58,0
184.99733,88.987358,104.9752,0
205.000015,11,63.184,0
5.466516,10.984159,23.999,0
168.992645,26.965193,38.018,0
171.95636,244.364609,76.162,0
70.931961,50.677757,52.511,0
6.999829,95.508942,80,0
14.997863,77.086479,93.999,0
301,9,42.107,0
261,147,51.002,0
132.943161,54.78793,55.98,0
257,206.999985,39.707,0
70.966393,188.84082,54.598,0
166.983444,82.737457,95.994,0
285.915283,353,44,0
84.958817,218.434479,53.986,0
160.963577,138.827469,96.67,0
61.641872,198.89621,85.992,0
211.687088,25,98,0
56.948311,12.755179,87.402,0
186.988922,142.94754,98.618,0
223,13,60.666,0
271,158.680908,74,0
190.197647,66.991714,49.999,0
279,19,45.648,0
110.923325,180.812729,63.973,0
176.992935,62.966549,40.614,0
293,191,97.359,0
84.937775,72.705261,92.149,0
80.940605,70.718681,92.919,0
33.633467,166.991272,37.999,0
152.968384,102.850235,32.848,0
182.97435,196.878494,46.744,0
178.989258,77.792656,61.996,0
62.949207,58.759422,37.883,0
153.508514,235.214401,82.357,0
28.99799,148.990494,40.253,0
22.983356,10.921167,27.574,0
34.306732,228.998978,72,0
209.787827,45,92,0
90.9244,97.33091,57.973,0
34.966152,5.808143,81.988,0
255,82.973236,80,0
253,7,43.138,0
201.712814,39,62,0
170.995407,26.978168,31.083,0
66.930187,30.470152,57.975,0
102.921463,90.997902,75.972,0
75.656326,306.947144,57.996,0
295,201,47.286,0
221,21.737556,106,0
94.942024,46.725399,98.02,0
48.380817,148.903946,73.993,0
229,101,84.204,0
7,116.885841,38,0
289,189,97.746,0
30.969011,8.241329,39.989,0
76.964653,182.832596,42.529,0
168.992798,19.891956,41.997,0
78.933563,22.685343,86.023,0
156.974091,66.877293,40.744,0
121.126862,40.72068,83.979,0
219,60.671082,98,0
239.000015,25.802204,64,0
137.814255,62.750813,73.982,0
78.931862,97.176666,65.976,0
152.560486,225.396011,73.545,0
39.67886,172.985153,105.9989,0
247,71,71.524,0
233,82.774063,88,0
289,183,96.754,0
144.954865,114.115013,37.984,0
269,63,67.28,0
88.935555,126.066597,47.977,0
275,13,45.874,0
168.000046,244.704315,83.978,0
7.682698,81,106,0
130.949799,48.762211,39.662,0
76.930756,27.240076,39.976,0
267.065643,180.704636,97.533,0
128.133614,220.675323,49.976,0
28.979595,18.903368,27.755,0
77.561432,46.727291,93.98,0
276.37796,59,60,0
283,387,46.137,0
223,41,121.6228,0
287,134.102921,56,0
118.944794,82.738525,99.63,0
160.955627,170.78981,46.579,0
192.201035,62.998466,92,0
12.993708,30.970198,30.78,0
130.937355,124.703308,43.727,0
287,67.000004,46.787,0
189.067657,64.989307,53.999,0
235.796509,19,56,0
285,193,40.655,0
60.959572,90.808525,37.982,0
186.9599,162.92485,69.27,0
134.939789,174.714813,40.955,0
253,77,72.737,0
102.252724,6.642479,63.973,0
187.791245,64.985481,69.999,0
248.999008,378.9953,45.158,0
73.937462,42.652355,61.974,0
110.924667,222.718475,65.981,0
251,23,39.484,0
296.33493,197,76,0
259,75,71.289,0
287,200.215805,74,0
205.000015,88.559532,50,0
22.986534,28.93622,29.158,0
215,141.754959,100,0
209.893723,49,110,0
295.650391,87,48,0
112.924454,92.383492,51.973,0
28.966921,4.843331,62.539,0
44.995941,176.980774,111.3127,0
261.763489,123,54,0
112.946014,20.006416,91.981,0
170.989578,50.050468,43.996,0
249,81.765495,84,0
131.977791,58.736984,79.98,0
19,399,72.63,0
255,125.383926,48,0
78.998177,402.171509,69.999,0
240.640717,67.000004,90,0
251.810165,43,92,0
10.995841,63.972321,63.999,0
134.960846,12.814578,39.582,0
68.981396,254.91188,76.719,0
58.936295,24.196299,61.978,0
192.95459,299.952087,67.984,0
253,217.000015,43.274,0
31.56971,86.923637,55.994,0
296.443207,131,48,0
19,205,36.565,0
102.945641,264.742554,89.601,0
98.932076,131.437157,45.976,0
34.981386,64.911842,34.76,0
114.934334,44.688976,42.572,0
239.000015,83.267532,88,0
100.544395,72.704735,95.978,0
14.999223,112.996323,45.926,0
58.937855,28.403465,53.978,0
281,11,47.048,0
241.384857,23,42,0
134.954178,84.782997,98.702,0
209,87,84.232,0
169.929688,246.711502,83.979,0
188.997345,108.987457,107.0094,0
42.966057,18.839239,27.468,0
160.948135,164.754333,76.455,0
186.996078,86.9814,41.288,0
226.996353,169.265457,96.658,0
239.000015,23,55.734,0
135.257278,60.742695,51.981,0
252.329529,37,98,0
166.977859,75.258278,63.992,0
191.600357,146.964859,101.9974,0
194.994629,148.974594,103.0457,0
138.798706,291.353271,72.513,0
14.99063,15.547742,27.997,0
108.941147,76.721237,98.697,0
230.097,53,76,0
158.98645,24.935835,33.465,0
223.925842,25,114,0
196.476532,37,56,0
193.833878,360.781525,53.984,0
302.972351,25,44,0
263,124.915901,50,0
244.051544,29,110,0
18.994398,71.817688,37.998,0
12.672465,80.996391,98,0
191.551804,102.977516,81.998,0
214.529663,178.514755,64.55,0
64.945004,62.739521,42.748,0
158.954498,164.784515,46.65,0
193.615402,76.995674,88,0
152.965424,98.779633,37.988,0
250.999817,328.999146,105.7498,0
120.950081,76.763565,102.5474,0
8.999987,79.295891,104,0
66.939129,74.711685,66.631,0
24.986784,70.868385,55.995,0
115.421906,30.699751,41.978,0
126.92765,114.657326,78.852,0
138.944473,97.759483,47.98,0
50.944851,19.520248,67.981,0
245,106.423744,80,0
132.930275,120.669769,58.931,0
30.985104,64.929447,34.619,0
88.973282,286.873444,53.262,0
285,87,73.243,0
176.982727,118.918152,91.147,0
293,77,46.415,0
258.717545,295,52,0
86.935356,128.69384,84.4,0
5,110.50177,64,0
188.9991,50.569939,46,0
191.773804,56.995304,66,0
120.949516,350.760895,103.9247,0
218.972488,384.86969,57.256,0
116.94455,52.737358,94.849,0
184.990067,116.952965,91.006,0
148.950897,96.76741,71.059,0
68.939857,52.715141,83.332,0
20.997514,112.988228,42.9,0
64.932976,23.755865,71.976,0
273.809509,49,62,0
271,73,42.695,0
241,28.715887,70,0
108.923561,93.51622,79.973,0
26.983282,30.920815,29.666,0
98.939911,56.715382,96.833,0
150.961258,67.854355,71.986,0
32.975254,14.882795,26.92,0
41.938347,12.777064,55.983,0
156.967621,69.73214,67.989,0
188.010956,88.980003,87.999,0
140.950333,94.328209,89.983,0
72.783577,46.714779,87.979,0
234.999695,280.998535,44.713,0
87.341736,182.73085,61.98,0
138.957901,70.800621,94.606,0
287,45,46.236,0
152.959305,142.807236,103.0802,0
275.438416,63,62,0
104.928139,87.900406,43.975,0
72.940514,94.718262,51.113,0
225.057205,183,58,0
112.942123,80.725891,99.091,0
38.980797,74.90905,32.925,0
18.301342,70.967331,77.998,0
16.386827,90.982452,73.999,0
249,109.387344,78,0
263,63,74.415,0
145.860672,162.679474,73.976,0
34.978346,54.897434,36.255,0
50.985752,175.632507,49.995,0
168.99086,28.956739,45.767,0
152.959564,93.134941,81.986,0
147.948181,228.600677,81.668,0
26.985844,52.932945,35.22,0
40.974327,60.878399,35.041,0
116.950272,322.716614,52.928,0
56.9491,10.758923,88.624,0
249,72.467705,42,0
70.448151,38.672928,49.976,0
90.934502,128.635735,87.977,0
16.996019,88.606216,77.999,0
66.940041,54.716003,44.617,0
219,52.231461,120,0
281,133,54.693,0
20.988764,34.946783,30.731,0
4.996765,6.366353,21.999,0
22.992868,72.966217,34.376,0
15.881762,136.999985,40,0
21.76491,203,54,0
108.944069,68.7351,100.355,0
72.931206,58.674168,71.031,0
147.788147,140.76741,97.983,0
194.998764,77.912132,74,0
126.936867,54.522026,55.978,0
144.968994,162.71196,49.979,0
58.939949,21.659061,75.979,0
26.99045,98.954765,54.897,0
283,181,97.15,0
286.435974,329,42,0
38.971397,32.864521,31.029,0
117.579948,28.693731,47.977,0
72.998947,376.994995,60.864,0
229,75,86.978,0
126.952873,30.77681,33.823,0
227,37,121.667,0
235.587845,23,74,0
128.944923,54.739151,42.551,0
10.995047,32.97654,31.303,0
281,163.763184,62,0
267,69,67.09,0
273,205,82.469,0
22.990438,80.954712,72.062,0
146.948807,136.757523,94.992,0
31,229,66.209,0
114.536552,24.670593,57.976,0
183.633286,118.933083,75.995,0
264.383636,65,44,0
242.055511,185.148911,81.765,0
279.335266,175,52,0
88.965134,272.834869,63.418,0
243,52.365707,120,0
172.965378,156.142044,63.988,0
281,215,45.101,0
109.779312,12.670036,49.976,0
196.983597,212.922363,51.062,0
287,305,53.239,0
174.990982,90.957275,102.8586,0
68.065231,46.716866,39.979,0
28.977272,5.25249,25.992,0
207,33.558569,102,0
54.950188,22.764061,34.395,0
44.234367,146.922089,63.994,0
154.968185,78.849289,87.443,0
230.386536,13,54,0
251,9,43.048,0
190.994217,102.972595,64.034,0
7,67.51997,108,0
182.998871,28.617279,42,0
124.094131,54.746597,91.981,0
96.9328,18.449223,85.976,0
281,195,41.827,0
174.225952,80.940216,43.996,0
287,37,46.196,0
74.251343,80.702087,79.978,0
54.9431,20.730478,45.225,0
263,73,40.881,0
273,189,39.211,0
301,155,49.828,0
114.307091,20.731047,87.98,0
180.974213,157.918015,65.991,0
243,233.546661,48,0
26.988054,62.94342,34.702,0
78.938583,30.709103,30.703,0
117.380898,94.674988,43.976,0
303,73,48.319,0
263,381,45.502,0
78.995491,364.978668,59.66,0
102.741936,4.643561,57.974,0
252.544846,41,98,0
50.977623,134.637558,45.992,0
281,67.000004,45.143,0
271,53,66.037,0
132.927345,147.666092,81.974,0
71.889053,76.697159,73.978,0
283,165,66.371,0
104.94281,62.729076,99.347,0
259,89,94.413,0
184.924622,402.643005,96.24,0
138.936264,132.698158,85.397,0
269,206.999985,42.501,0
166.98027,102.906532,99.048,0
230.999985,13.607794,78,0
19,158.276382,38,0
193.677887,42.999886,48,0
110.945335,246.726257,96.293,0
150.962372,74.539963,81.987,0
112.292885,44.705482,35.978,0
216.99913,125.677071,68.011,0
4.999997,59.286304,104,0
281,133.849243,58,0
4.999109,60.995781,84.108,0
68.967381,54.712051,81.979,0
73.798149,76.71241,83.979,0
267,47,47.171,0
98.118889,92.627808,73.972,0
106.931625,96.67617,40.513,0
251,76.798218,44,0
227,15,74.752,0
100.924706,6.643425,67.891,0
281,79,43.645,0
299,143.535629,48,0
98.939255,18.134275,91.979,0
45.476913,14.764545,49.983,0
65.558674,86.732094,61.98,0
138.966751,6.842515,39.369,0
108.920044,132.70533,63.972,0
14.993814,66.502769,57.998,0
114.996506,144.655579,89.974,0
281,91.454803,48,0
268.476135,397,48,0
40.964279,4.830811,27.577,0
170.834488,142.861176,91.99,0
33.148588,30.892563,29.992,0
287.58252,373,44,0
247,43.7458,74,0
94.927879,8.658421,79.164,0
108.936966,8.701439,37.827,0
237,64.516109,102,0
119.518402,158.623047,77.972,0
190.982468,185.134369,51.994,0
74.035309,50.659069,65.975,0
6.474949,46.995556,26,0
154.947006,164.296524,51.981,0
118.939087,88.711502,95.052,0
152.961792,98.541115,43.987,0
147.76329,241.42572,86.179,0
180.994019,76.971703,39.693,0
240.996201,338.982025,108.7844,0
39.161942,14.802217,69.985,0
190.999374,51.227741,50,0
12.998128,93.404976,75.999,0
88.941895,52.724773,97.579,0
44.981625,132.773643,83.994,0
227,63.786243,104,0
10.283572,88.999336,98,0
175.025757,228.720367,54.277,0
297.818542,105,86,0
196.832199,184.937897,55.995,0
301,217.000015,51.172,0
108.93325,22.683855,80.505,0
110.93531,87.833221,93.977,0
243.545258,49,114,0
25.276665,197,52,0
198.92215,94.999741,102,0
290.008301,113,100,0
164.927002,284.653381,85.894,0
223,62.278709,102,0
262.049957,55,90,0
261,87,92.227,0
38.981789,80.91375,33.761,0
239.000015,99.978477,90,0
235,109,67.381,0
122.948158,59.710052,95.982,0
24.981022,6.910115,26.753,0
259,77,52.283,0
46.950253,13.00693,43.983,0
66.937878,48.705757,45.995,0
100.927879,19.038115,77.975,0
76.960167,169.75293,43.986,0
52.94677,19.923656,77.981,0
150.927643,374.657288,103.013,0
220.994598,246.974396,65.098,0
110.934059,12.397376,43.977,0
249.453583,29,104,0
202.999298,114.996674,48.852,0
263,41,46.981,0
216.99942,176.163361,56,0
114.943245,43.183735,31.98,0
195.658783,52.999439,66,0
5.170586,66.999607,28,0
142.946609,116.563957,45.981,0
122.952217,62.760521,97.982,0
246.873718,47,118,0
221,29,115.1631,0
211,75,92.782,0
191.289703,7,42,0
207,35,76.836,0
293.733154,67.000004,48,0
293,63,47.957,0
104.266899,258.610092,95.858,0
78.939247,130.010239,73.979,0
283,202.616821,86,0
299,91.803612,66,0
114.63105,24.712822,83.979,0
108.931801,126.676994,42.548,0
56.946198,20.745178,36.602,0
125.102692,304.077484,68.101,0
233,217.000015,50.972,0
142.95929,68.807144,90.094,0
279.372253,167,52,0
259,141,50.023,0
251,73,71.597,0
259,187,43.186,0
217.12323,103,74,0
53.432453,116.873314,39.991,0
62.938175,26.70718,42.813,0
31,387,63.518,0
295,90.50116,50,0
214.450607,43,84,0
271,99,97.086,0
182.931656,354.373199,73.976,0
204.099228,29,74,0
205,89.509674,62,0
175.30838,206.830902,51.807,0
261,17,43.588,0
287,198.201035,70,0
80.938049,34.706568,31.118,0
265,27,42.472,0
158.308334,18.936587,33.995,0
185.659912,68.977859,61.998,0
142.966446,32.841097,38.517,0
38.999992,238.999969,43.32,0
130.212769,132.68261,47.976,0
152.981628,12.912957,37.006,0
176.987396,77.979912,63.996,0
255,49,88.545,0
200.999969,88.999855,41.038,0
108.927399,93.726532,85.974,0
257,365,45.951,0
178.967102,203.352051,49.988,0
46.986034,170.964691,77.995,0
72.946945,113.885704,47.981,0
207,88.614151,48,0
86.537094,88.687836,87.977,0
18.989614,28.950808,29.448,0
190.334229,62.993252,79.999,0
176.998627,10.993516,35.111,0
154.959961,113.67849,89.986,0
196.091827,194.93158,51.995,0
102.762039,8.681983,37.976,0
194.993774,125.93383,75.998,0
237,37,79.489,0
239.000015,68.005474,86,0
190.998123,70.991112,52.168,0
110.967262,370.28537,61.988,0
211,8.120715,58,0
243,87,91.965,0
48.946392,19.819826,55.981,0
250.998718,392.993958,46.439,0
240.994919,388.975891,46.606,0
84.939384,68.71291,93.952,0
34.999756,230.290588,68,0
102.945572,20.7422,96.911,0
223.288086,57,86,0
209,29,95.757,0
162.991165,4.958228,38.686,0
186.972702,214.870712,51.811,0
30.980055,38.905533,32.628,0
13,167,37.264,0
239.348846,139.038849,70.534,0
170.963943,153.48877,79.987,0
196.479385,52.999752,62,0
150.980209,6.906255,38.45,0
118.894394,227.235275,66.033,0
204.998901,148.994736,103.1901,0
62.948029,52.753853,37.416,0
88.937782,67.178234,93.978,0
22.984423,16.926217,28.14,0
227,14.3285,64,0
299,33,45.338,0
164.990555,17.877966,39.997,0
8.999718,105.637886,58,0
271,65,55.04,0
223.428192,59,94,0
227,66.513344,74,0
254.999435,396.997345,46.885,0
237.444153,21,90,0
201.328247,33,66,0
235.280563,144.387543,92.503,0
208.07254,49,104,0
249.512589,47,104,0
239.188263,172.200699,96.957,0
20.98576,14.932552,28.045,0
180.930496,370.670807,103.482,0
184.999939,12.999726,37.465,0
293,145,50.493,0
217,123,49.827,0
249,234.418396,48,0
100.939873,50.715252,96.053,0
66.989773,246.951553,41.102,0
42.961353,7.877146,29.986,0
120.951767,72.771561,103.3757,0
68.941608,12.72344,89.821,0
172.990494,58.954998,41.05,0
36.971615,14.86556,26.485,0
42.974117,66.877411,34.472,0
54.967701,130.846992,63.108,0
207,15,67.194,0
136.944885,94.738945,44.923,0
181.286911,58.979862,41.999,0
193.920273,50.998898,72,0
45.622238,88.882454,37.991,0
100.957321,156.797882,115.5803,0
72.064842,390.998383,64,0
184.993546,80.011208,59.998,0
208.972229,309.606781,99.99,0
207,8.612018,56,0
146.852692,114.780159,41.984,0
82.928558,97.06205,67.975,0
118.944695,8.738064,39.061,0
88.943886,168.286118,91.98,0
256.999847,390.999268,47.214,0
94.963158,90.690796,37.977,0
36.984581,93.140442,37.995,0
132.950714,89.254028,33.983,0
76.034744,36.642511,63.973,0
148.93544,165.964111,63.977,0
259,42.966255,66,0
191.972534,104.975166,75.998,0
64.940411,70.717766,60.418,0
216.998199,206.991425,49.447,0
225,81,90.969,0
94.933372,128.772156,89.977,0
116.942085,46.725708,90.929,0
71.429787,64.68063,65.976,0
30.987635,82.862396,37.996,0
122.919106,327.19873,68.033,0
138.542221,120.697906,55.978,0
82.932281,89.008514,81.976,0
287,87.682404,68,0
138.942505,94.993256,79.98,0
230.999985,16.657539,66,0
98.528481,4.65151,73.974,0
120.945938,54.743935,93.984,0
111.030777,20.664103,67.975,0
70.938446,16.708463,87.469,0
175.425415,76.952957,39.997,0
198.972672,159.993378,100.0116,0
230.881866,184.018051,75.468,0
136.95755,96.79895,29.393,0
152.786011,72.824791,75.987,0
136.956619,68.794525,94.738,0
298.409973,365,38,0
23,193,55.192,0
109.393166,4.71161,35.979,0
122.930275,93.439827,81.976,0
303,179,90.079,0
130.876389,284.028107,56.008,0
88.990845,380.956635,62.619,0
273.010834,89,46,0
144.9319,165.275742,63.976,0
188.996658,72.984184,68.841,0
271,82.583595,70,0
76.938393,90.708206,46.504,0
34.975872,36.885725,32.116,0
142.909485,314.533936,88.882,0
217.88324,23,86,0
267,65,43.065,0
189.809906,64.992329,47.999,0
209,43.792931,72,0
259,189,36.014,0
287,311,51.301,0
30.293484,80.921852,59.994,0
38.975567,58.88427,35.642,0
113.535629,26.664249,61.975,0
5,63,106.2727,0
82.935143,30.692818,32.899,0
70.016418,70.695297,69.977,0
86.028984,38.732407,97.98,0
66.953972,127.630508,79.984,0
52.97303,129.749962,85.991,0
16.995534,66.978855,34.601,0
257,65.725693,76,0
279,133.765198,60,0
73.881233,324.9599,67.997,0
186.997772,64.989449,42.84,0
219,21,101.3008,0
297,335,30.884,0
46.948723,17.218781,51.982,0
112.926872,138.653656,88.945,0
72.944534,62.737293,91.922,0
227,53,82.822,0
50.966118,72.839531,36.595,0
265,107,98.516,0
115.589096,36.703789,39.978,0
98.932831,4.681858,35.812,0
184.995834,80.98027,39.983,0
128.032356,305.980438,72.115,0
42.960186,6.81142,86.186,0
277,209,44.904,0
98.924019,130.640121,60.107,0
92.949005,235.560165,83.982,0
203,31,72.285,0
26.987118,58.938984,35.117,0
210.535812,37,90,0
112.919853,133.96402,73.972,0
150.689133,82.839584,93.988,0
113.24295,348.795013,101.9848,0
28.990248,78.953819,32.495,0
90.943428,46.732048,99.007,0
50.9711,94.863113,38.109,0
70.702087,194.879303,41.991,0
237,241,63.679,0
162.985489,34.931313,42.502,0
130.952576,40.775398,37.519,0
293,88.913727,68,0
168.991928,22.961786,44.625,0
295,61,47.864,0
77.952324,82.699615,83.978,0
219,12.254173,60,0
82.938332,94.707924,41.32,0
202.999863,88.581543,66,0
283,169.723541,42,0
78.940132,129.218048,77.979,0
170.965317,152.109589,57.988,0
301,81,47.697,0
172.928696,324.662262,94.311,0
108.941917,18.099443,89.98,0
122.922195,168.631485,59.567,0
146.964874,58.833622,40.291,0
80.935249,92.693329,47.055,0
157.983582,96.839104,85.988,0
289,92.193542,80,0
269,213,43.706,0
303,39,45.68,0
301,193.060043,68,0
190.07164,94.981682,87.999,0
100.946037,26.744455,98.761,0
97.498322,8.652457,75.974,0
76.950821,170.767075,72.55,0
120.925903,95.546204,75.974,0
52.949898,16.090892,83.982,0
181.793991,116.927429,59.995,0
108.010635,90.641945,49.973,0
56.961208,78.816269,36.926,0
38.957153,9.442745,47.985,0
88.944611,40.737659,99.497,0
232.146912,386.947937,47.996,0
72.974236,222.87796,52.122,0
88.924576,96.976616,61.973,0
287,167,43.705,0
212.077377,33,82,0
72.999451,386.997406,61.417,0
21.301811,100.97419,57.998,0
235,11,48.757,0
48.959511,29.08671,31.986,0
152.964478,75.394768,81.988,0
297,377,42.887,0
118.77903,40.726067,87.98,0
213.514847,21,80,0
116.927261,160.655472,91.038,0
76.942436,70.727371,92.07,0
158.921356,348.627502,94.881,0
35.717304,90.917854,45.994,0
84.948334,134.75528,98.687,0
255,31,41.68,0
281,397,44.343,0
249,89,93.662,0
44.98457,128.926933,39.628,0
222.262253,390.873199,59.991,0
227,59,68.728,0
113.882393,24.710697,37.979,0
241,100.056343,92,0
8.998574,55.690777,93.999,0
34.959341,4.807426,59.553,0
38.803314,162.976532,39.998,0
299,159,48.782,0
241.777206,41,76,0
194.99733,104.987343,48.361,0
110.181221,176.715881,39.979,0
189,6.043151,40,0
130.935165,100.692924,50.527,0
236.988525,357.011414,91.996,0
199,51.960938,90,0
98.972374,356.869171,91.149,0
114.930328,46.67001,48.987,0
271,133,50.514,0
30.986401,68.935589,33.428,0
191.781311,60.99715,86,0
202.739914,171.690186,64.148,0
104.940132,46.716412,94.941,0
303,192.473587,56,0
213,47,89.047,0
81.346535,86.695938,85.977,0
293,88.170044,72,0
241.695419,25,40,0
128.938255,54.890804,67.978,0
92.928406,4.660921,79.995,0
217,14.842334,66,0
216.996094,228.981522,51.72,0
118.932335,51.065464,49.976,0
142.943069,116.709824,51.98,0
104.929962,10.851843,43.975,0
239.000015,62.256371,94,0
60.600147,70.761917,45.982,0
102.251953,210.709518,50.209,0
192.984528,180.926712,54.087,0
148.011276,152.746841,95.981,0
282.065704,337,42,0
106.920654,89.809166,57.972,0
20.99298,73.454582,39.998,0
100.944954,34.73933,98.805,0
259,237.748901,48,0
111.702538,90.623642,63.972,0
111.243233,51.73415,37.272,0
255,69.402023,84,0
198.999969,78.957733,92,0
179.977066,82.953255,79.997,0
24.998785,140.994247,39.28,0
12.996538,48.983604,28.565,0
189.350372,92.983711,91.999,0
4.998367,60.992268,68.853,0
120.342682,174.647079,53.974,0
26.987738,86.941925,64.9,0
146.959335,72.057243,83.986,0
158.962448,136.822113,97.329,0
275,95,94.74,0
122.94133,96.722099,35.861,0
29.909737,78.933846,43.995,0
112.542938,40.653557,55.974,0
121.003418,258.164841,99.458,0
176.929016,368.663788,104.1134,0
184.989334,122.246552,91.996,0
84.186493,30.695122,89.977,0
117.837326,366.772614,91.983,0
70.932686,36.68119,44.912,0
17.957767,84.980042,83.999,0
277,86.823082,80,0
247,37,70.276,0
196.209702,104.997093,103.9998,0
289,9,45.267,0
273.738434,179,42,0
219.944534,59,82,0
172.996597,22.983885,31.975,0
