X,Y,Z,formation
12.948841,0.008175,0.929246,layer9
13.025431,0.180642,0.919917,layer9
13.156769,0.171614,0.900824,layer9
13.218388,-0.071732,0.884913,layer9
13.280005,-0.315077,0.869002,layer9
13.412395,-0.079217,0.829215,layer9
13.485059,-0.254574,0.805137,layer9
13.557722,-0.429932,0.781058,layer9
13.632277,-0.24543,0.756777,layer9
13.706833,-0.060928,0.732496,layer9
13.815107,0.214221,0.696605,layer9
13.923383,0.489369,0.660714,layer9
6.424469,0.203543,1.20437,f1
6.693804,-0.036842,0.995854,f1
6.912352,0.340509,0.826699,f1
7.121053,0.377681,0.665257,f1
7.30629,0.482484,0.522088,f1
7.477253,-0.354199,0.398039,f1
7.643442,0.389842,0.293734,f1
7.814081,-0.134994,0.209952,f1
7.984539,0.450005,0.142965,f1
8.15018,0.290266,0.088988,f1
8.347618,0.390555,0,f1
11.090211,0.154567,1.28784,f2
11.223454,-0.301787,1.37682,f2
11.346533,-0.458967,1.4914,f2
11.49791,-0.250198,1.69684,f2
11.59726,-0.262147,1.83917,f2
11.667309,-0.304462,1.95635,f2
11.730947,0.444778,2.08641,f2
11.802798,-0.323861,2.21023,f2
11.897274,-0.125617,2.30864,f2
12.015276,0.478744,2.39002,f2
12.157452,0.440389,2.46241,f2
12.316145,-0.363783,2.52832,f2
12.483515,0.103354,2.59009,f2
12.65233,-0.492103,2.65068,f2
12.857302,-0.153067,2.72796,f2
11.15029,-0.073352,0.719278,f3
11.066742,-0.133512,0.855967,f3
11.023535,0.194252,0.972789,f3
11.037835,-0.373243,1.0978,f3
11.078171,0.475725,1.23286,f3
11.113068,0.105955,1.37974,f3
11.143734,-0.172893,1.53226,f3
11.171513,0.284198,1.68442,f3
11.159113,0.399711,1.81939,f3
11.069008,0.032232,1.9203,f3
10.885192,-0.428004,2.10412,f3
